x,y
0.08359652100675155,1103373.2658450585
0.08359652281937477,2758433.164612646
0.08359652463199799,4413493.029589693
0.08359652644462122,8275299.493837939
0.08359652825724444,11585419.291373113
0.08359653006986766,13240479.190140702
0.08359653188249087,27032645.013203934
0.08359653369511409,29791077.949730426
0.08359653550773732,41376497.469189696
0.08359653732036054,45238303.8996474
0.08359653913298376,75029382.07746397
0.08359654094560698,52961916.76056281
0.0835965427582302,51306856.46898018
0.08359654457085343,44686617.26672487
0.08359654638347665,35859631.1399644
0.08359654819609987,37514691.038731985
0.08359655000872308,24274211.662743308
0.08359655182134632,15998912.354753347
0.08359655363396953,11033732.658450585
0.08359655544659275,12137105.924295643
0.08359655725921597,2206746.531690117
0.08359655907183919,2758433.143493558
0.08359656088446242,551686.6329225292
0.08359656269708564,551686.6329225292
0.08359656450970886,
